Date,Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment
2019/2/6,-92497290.53509888,-371.265973534738,417.3820915752353,7375.279785,58.84848485,1.138,1.2956,109.75,2.7,3.850392725,3.133333333,159.6807612
2019/2/7,-92497290.53509888,-369.7609230082498,417.1101615969405,7288.350098,58.84848485,1.1357,1.2966,109.7,2.65,3.850995052,3.2,159.7015373
2019/2/8,-92497290.53509888,-368.2558688258852,416.83822511674805,7298.200195,58.84848485,1.1326,1.2933,109.76,2.63,3.85159738,3.266666667,159.7223134
2019/2/11,-92497290.53509888,-368.21337723028927,416.8663658655282,7307.899902,58.84848485,1.1277,1.2862,110.4,2.65,3.852199707,3.333333333,159.7430896
2019/2/12,-92497290.53509888,-365.89032349206855,413.22596310196525,7414.620117,58.84848485,1.1316,1.2887,110.5,2.68,3.852802035,3.4,159.7638657
2019/2/13,-92497290.53509888,-363.56726132261116,409.5855556200233,7420.379883,58.84848485,1.1288,1.2865,110.86,2.71,3.853404362,3.466666667,159.7846418
2019/2/14,-92497290.53509888,-361.24420766272107,405.9451528360956,7426.950195,58.84848485,1.1284,1.2793,110.68,2.66,3.854006689,3.533333333,159.8054179
2019/2/15,-92497290.53509888,-358.9211454932637,402.30474535415357,7472.410156,58.84848485,1.1268,1.2857,110.54,2.66,3.854609017,3.6,159.826194
2019/2/19,-92497290.53509888,-354.27503801661226,395.02393989372626,7486.77002,58.84848485,1.1328,1.3036,110.68,2.65,3.855813672,3.733333333,159.8677463
2019/2/20,-92497290.53509888,-351.9519759268872,391.3835323904794,7489.069824,58.84848485,1.1338,1.306,110.72,2.65,3.856415999,3.866666667,159.8885224
2019/2/21,-92497290.53509888,-349.6289221872648,387.74312962785655,7459.709961,58.84848485,1.1338,1.306,110.72,2.69,3.857018327,3.933333333,159.9092985
2019/2/22,-92497290.53509888,-347.3058684490441,384.1027268642935,7527.540039,58.84848485,1.1342,1.3067,110.7,2.65,3.857620654,4.0,159.9300746
2019/2/25,-92497290.53509888,-344.98280627958667,380.4623193823516,7554.459961,58.84848485,1.1345,1.3059,111.07,2.67,3.858222981,4.066666667,159.9508507
2019/2/26,-92497290.53509888,-342.65975261969663,376.82191659842385,7549.299805,58.84848485,1.1374,1.3252,110.76,2.64,3.858825309,4.133333333,159.9716269
2019/2/27,-92497290.53509888,-340.33669045023913,373.18150911648195,7554.509766,58.84848485,1.137,1.3318,110.92,2.69,3.859427636,4.2,159.992403
2019/2/28,-92497290.53509888,-338.01363671202,369.54110635291977,7532.529785,58.84848485,1.1379,1.3274,111.38,2.73,3.860029964,4.2,160.0131791
2019/3/1,-92497290.53509888,-335.6729913762151,365.8057279523204,7595.350098,58.84848485,1.1376,1.3222,111.89,2.76,3.860632291,3.761904762,160.0339552
2019/3/4,-92497290.53509888,-333.349929286491,362.16532044907325,7577.569824,58.84848485,1.1328,1.3186,111.68,2.72,3.861234619,3.323809524,160.0547313
2019/3/5,-92497290.53509888,-331.0277478486115,358.52433284269136,7576.359863,58.84848485,1.13,1.3141,111.98,2.72,3.861836946,2.885714286,160.0755075
2019/3/6,-92497290.53509888,-328.7045438273575,354.8840308494149,7505.919922,58.84848485,1.132,1.3148,111.66,2.69,3.861836946,2.447619048,160.0962836
2019/3/7,-92497290.53509888,-326.38133137767016,351.2437241358791,7421.459961,58.84848485,1.1214,1.3107,111.6,2.64,3.849239635,2.00952381,160.1170597
2019/3/8,-92497290.53509888,-324.05812743614933,347.6034221212974,7408.140137,58.84848485,1.1243,1.301,111.11,2.62,3.836642324,1.571428571,160.1378358
2019/3/11,-92497290.53509888,-321.73491498646206,343.9631154077616,7558.060059,58.84848485,1.1226,1.3095,111.21,2.64,3.824045013,1.133333333,160.1586119
2019/3/12,-92497290.53509888,-319.4117109652086,340.3228134144863,7591.029785,58.84848485,1.1276,1.3101,111.38,2.61,3.811447702,0.695238095,160.1793881
2019/3/13,-92497290.53509888,-319.3690690879811,340.35105493261284,7643.410156,58.84848485,1.131,1.323,111.23,2.61,3.798850391,0.257142857,160.2001642
2019/3/14,-92497290.53509888,-319.3977222840938,338.8944357812396,7630.910156,58.84848485,1.1304,1.3281,111.71,2.63,3.786253079,-0.180952381,160.2209403
2019/3/15,-92497290.53509888,-319.4263755593288,337.4378166096155,7688.529785,58.84848485,1.1326,1.3278,111.57,2.59,3.773655768,-0.619047619,160.2417164
2019/3/18,-92497290.53509888,-319.45502875523005,335.98119752494,7714.47998,58.84848485,1.1337,1.3223,111.41,2.6,3.761058457,-1.057142857,160.2624925
2019/3/19,-92497290.53509888,-319.48368680305066,334.52457650381405,7723.950195,58.84848485,1.1346,1.3263,111.38,2.61,3.748461146,-1.495238095,160.2832687
2019/3/20,-92497290.53509888,-319.5123399977607,333.06795735338136,7728.970215,58.84848485,1.1352,1.3191,111.41,2.54,3.735863835,-1.933333333,160.3040448
2019/3/21,-92497290.53509888,-319.5409969314677,331.61134474847086,7838.959961,58.84848485,1.1361,1.3073,110.86,2.54,3.723266524,-2.371428571,160.3248209
2019/3/22,-92497290.53509888,-319.56965012816124,330.15472566391037,7642.669922,58.84848485,1.1282,1.3219,109.76,2.44,3.710669213,-2.80952381,160.345597
2019/3/25,-92497290.53509888,-319.59830332287135,328.6981065134777,7637.540039,58.84848485,1.1324,1.3203,110.09,2.43,3.698071902,-3.247619048,160.3663731
2019/3/26,-92497290.53509888,-319.62695659871736,327.2414873407992,7691.52002,58.84848485,1.128,1.3215,110.5,2.41,3.685474591,-3.685714286,160.3871493
2019/3/27,-92497290.53509888,-319.6556097942199,325.78486819048,7643.379883,58.84848485,1.125,1.3192,110.38,2.39,3.67287728,-4.123809524,160.4079254
2019/3/28,-92497290.53509888,-319.6842678410366,324.32824723593825,7669.169922,58.84848485,1.1236,1.3088,110.54,2.39,3.660279968,-4.561904762,160.4287015
2019/3/29,-92497290.53509888,-319.712921037941,322.8716280846788,7729.319824,58.84848485,1.1228,1.3032,110.68,2.41,3.647682657,-5.0,160.4494776
2019/4/1,-92497290.53509888,-319.73717641333894,321.3912650034467,7828.910156,76.45454545,1.121,1.3144,111.29,2.49,3.635085346,-5.0,160.4702537
2019/4/2,-92497290.53509888,-319.76582960945166,319.93464585207346,7848.689941,76.45454545,1.1186,1.3035,111.32,2.48,3.622488035,-4.676190476,160.4910299
2019/4/3,-92497290.53509888,-319.7944828061461,318.4780267675127,7895.549805,76.45454545,1.1242,1.3181,111.48,2.52,3.609890724,-4.352380952,160.511806
2019/4/4,-92497290.53509888,-319.82416232063474,317.02072848467964,7891.779785,76.45454545,1.1216,1.3072,111.55,2.51,3.597293413,-4.028571429,160.5325821
2019/4/5,-92497290.53509888,-319.8526291665696,315.5642342879358,7938.689941,76.45454545,1.1217,1.301,111.71,2.5,3.597293413,-3.704761905,160.5533582
2019/4/8,-92497290.53509888,-319.88110086421256,314.10773822143756,7953.879883,76.45454545,1.1262,1.3048,111.47,2.52,3.599576384,-3.380952381,160.5741343
2019/4/9,-92497290.53509888,-319.9095677127428,312.65124408951135,7909.279785,76.45454545,1.1278,1.3048,111.08,2.51,3.601859355,-3.057142857,160.5949104
2019/4/10,-92497290.53509888,-319.93803463920426,311.1947498715753,7964.240234,76.45454545,1.1266,1.31,110.92,2.48,3.604142325,-2.733333333,160.6156866
2019/4/11,-92497290.53509888,-319.96650148513993,309.7382556748312,7947.359863,76.45454545,1.1262,1.3068,111.48,2.51,3.606425296,-2.40952381,160.6364627
2019/4/12,-92497290.53509888,-319.923673259138,309.7666221466462,7984.160156,76.45454545,1.1304,1.3086,112.0,2.56,3.608708267,-2.085714286,160.6572388
2019/4/15,-92497290.53509888,-318.983984542422,308.2389678470755,7976.009766,76.45454545,1.1304,1.3105,112.0,2.55,3.610991238,-1.761904762,160.6780149
2019/4/16,-92497290.53509888,-318.04429693564015,306.7113050662444,8000.22998,76.45454545,1.1293,1.3049,111.95,2.6,3.613274209,-1.438095238,160.698791
2019/4/17,-92497290.53509888,-317.10460813778815,305.1836507889194,7996.080078,76.45454545,1.1297,1.3036,112.0,2.59,3.615557179,-1.114285714,160.7195672
2019/4/18,-92497290.53509888,-316.1649241888673,303.65599457585625,7998.060059,76.45454545,1.1241,1.3003,111.94,2.57,3.61784015,-0.79047619,160.7403433
2019/4/22,-92497290.53509888,-314.28554786735305,300.60067756132514,8015.27002,76.45454545,1.1258,1.2983,111.94,2.59,3.622406092,-0.142857143,160.7818955
2019/4/23,-92497290.53509888,-313.3458590675174,299.0730232181294,8120.819824,76.45454545,1.1213,1.2943,111.86,2.57,3.624689063,0.180952381,160.8026716
2019/4/24,-92497290.53509888,-312.4061751205811,297.54536707093666,8102.009766,76.45454545,1.1192,1.2947,111.81,2.53,3.626972034,0.504761905,160.8234478
2019/4/25,-92497290.53509888,-311.4664827460041,296.0177062035979,8118.680176,76.45454545,1.114,1.2901,111.59,2.54,3.629255004,0.828571429,160.8442239
2019/4/26,-92497290.53509888,-310.52679879708325,294.49004999053477,8146.399902,76.45454545,1.1154,1.293,111.6,2.51,3.631537975,1.152380952,160.865
2019/4/29,-92497290.53509888,-309.5871099992313,292.96239571320973,8161.850098,76.45454545,1.1166,1.2924,111.8,2.54,3.633820946,1.476190476,160.865
2019/4/30,-92497290.53509888,-308.6474260503104,291.4347395001465,8095.390137,76.45454545,1.1201,1.303,111.4,2.51,3.636103917,1.8,160.911597
2019/5/1,-92497290.53509888,-307.71652947382415,289.9545664517963,8049.640137,76.45454545,1.1246,1.3091,111.18,2.52,3.638386888,1.8,160.958194
2019/5/2,-92497290.53509888,-306.7768455268879,288.4269103046035,8036.77002,76.45454545,1.1184,1.3032,111.39,2.55,3.640669858,1.814285714,161.004791
2019/5/3,-92497290.53509888,-305.8371567270522,286.8992559614078,8164.0,76.45454545,1.1186,1.3139,111.28,2.54,3.642952829,1.828571429,161.0513881
2019/5/6,-92497290.53509888,-304.89867805321285,285.3707826138959,8123.290039,76.45454545,1.1197,1.3093,110.86,2.51,3.6452358,1.842857143,161.0979851
2019/5/7,-92497290.53509888,-303.95958311466205,283.84273016428546,7963.759766,76.45454545,1.1178,1.3052,110.34,2.45,3.647266617,1.857142857,161.1445821
2019/5/8,-92497290.53509888,-303.0621122389497,282.2871199619191,7943.319824,76.45454545,1.1206,1.3014,110.12,2.49,3.649297434,1.871428571,161.1911791
2019/5/9,-92497290.53509888,-302.10923005926963,280.76819591512384,7910.589844,76.45454545,1.1228,1.3013,109.55,2.45,3.651328252,1.885714286,161.2377761
2019/5/10,-92497290.53509888,-301.156349069257,279.2492633657631,7916.939941,76.45454545,1.1241,1.3036,109.56,2.47,3.653359069,1.9,161.2843731
2019/5/13,-92497290.53509888,-300.20346696931017,277.73033929766257,7647.02002,76.45454545,1.1232,1.2961,109.18,2.4,3.655389886,1.914285714,161.3309701
2019/5/14,-92497290.53509888,-300.1474453600775,277.7674360009479,7734.490234,76.45454545,1.1207,1.2921,109.68,2.42,3.657420703,1.928571429,161.3775672
2019/5/15,-92497290.53509888,-298.6069155939439,276.2905512761678,7822.149902,76.45454545,1.1208,1.2878,109.58,2.37,3.65945152,1.942857143,161.4241642
2019/5/16,-92497290.53509888,-297.06639073724944,274.8136645126148,7898.049805,76.45454545,1.1178,1.2803,109.89,2.4,3.661482338,1.957142857,161.4707612
2019/5/17,-92497290.53509888,-295.52586484754784,273.33678621089837,7816.279785,76.45454545,1.1166,1.2723,109.9,2.39,3.663513155,1.971428571,161.5173582
2019/5/20,-92497290.53509888,-293.9853353001974,271.8599012747174,7702.379883,76.45454545,1.117,1.2718,109.96,2.41,3.665543972,1.985714286,161.5639552
2019/5/21,-92497290.53509888,-292.4448104440839,270.38301457797564,7785.720215,76.45454545,1.1158,1.2747,110.6,2.43,3.667574789,2.0,161.6105522
2019/5/22,-92497290.53509888,-290.9042808971323,268.90612970743706,7750.839844,76.45454545,1.1156,1.2674,110.28,2.39,3.669605606,2.014285714,161.6571493
2019/5/23,-92497290.53509888,-289.3637513483786,267.4292447721953,7628.279785,76.45454545,1.1172,1.2666,109.58,2.31,3.671636423,2.028571429,161.7037463
2019/5/24,-92497290.53509888,-287.8232301515294,265.95236464228225,7637.009766,76.45454545,1.1197,1.27,109.38,2.32,3.673667241,2.042857143,161.7503433
2019/5/28,-92497290.53509888,-284.74217083584966,262.9985949821471,7607.350098,76.45454545,1.1177,1.2668,109.49,2.26,3.677728875,2.071428571,161.8435373
2019/5/29,-92497290.53509888,-283.2016459811379,261.5217082844651,7547.310059,76.45454545,1.1136,1.2631,109.24,2.25,3.679759692,2.085714286,161.8901343
2019/5/30,-92497290.53509888,-281.66111643238503,260.0448233492231,7567.720215,76.45454545,1.114,1.2619,109.67,2.22,3.681790509,2.1,161.9367313
2019/5/31,-92497290.53509888,-280.1205868854326,258.56793847868477,7453.149902,76.45454545,1.1149,1.262,108.66,2.14,3.683821327,2.1,161.9833284
2019/6/3,-92497290.53509888,-278.5888614852716,257.1385461687006,7333.02002,76.45454545,1.1206,1.2621,108.39,2.07,3.685852144,2.214285714,162.0299254
2019/6/4,-92497290.53509888,-277.04833193792047,255.6616612325184,7527.120117,76.45454545,1.1236,1.2675,108.3,2.12,3.687882961,2.328571429,162.0765224
2019/6/5,-92497290.53509888,-275.5084175423603,254.1843638804096,7575.47998,76.45454545,1.1242,1.2706,108.2,2.12,3.687882961,2.442857143,162.1231194
2019/6/6,-92497290.53509888,-273.9672465903433,252.70791041281268,7615.549805,76.45454545,1.1294,1.2713,108.08,2.12,3.692510763,2.557142857,162.1697164
2019/6/7,-92497290.53509888,-272.4260711670637,251.23145856013136,7742.100098,76.45454545,1.1324,1.274,108.15,2.09,3.697138565,2.671428571,162.2629104
2019/6/10,-92497290.53509888,-270.88489940143415,249.75501334191694,7823.169922,76.45454545,1.1311,1.2684,108.56,2.15,3.701766367,2.785714286,162.3095075
2019/6/11,-92497290.53509888,-269.34372866881125,248.2785596618648,7822.569824,76.45454545,1.1316,1.2724,108.52,2.15,3.706394168,2.9,162.3561045
2019/6/12,-92497290.53509888,-267.80255324532106,246.80210787588098,7792.720215,76.45454545,1.131,1.2693,108.42,2.13,3.71102197,3.014285714,162.4027015
2019/6/13,-92497290.53509888,-267.74588576015987,246.83963766266714,7837.129883,76.45454545,1.1275,1.2678,108.44,2.1,3.715649772,3.128571429,162.4492985
2019/6/14,-92497290.53509888,-265.7659715643477,245.00529552817147,7796.660156,76.45454545,1.1217,1.2601,108.44,2.09,3.720277574,3.242857143,162.4958955
2019/6/17,-92497290.53509888,-263.78606110274274,243.17095987520707,7845.02002,76.45454545,1.1235,1.2568,108.56,2.09,3.724905376,3.357142857,162.5424925
2019/6/18,-92497290.53509888,-261.8061469055282,241.33661774165031,7953.879883,76.45454545,1.1196,1.2547,108.39,2.06,3.729533178,3.471428571,162.5890896
2019/6/19,-92497290.53509888,-259.82623622535135,239.5022822333907,7987.319824,76.45454545,1.1214,1.2625,108.36,2.03,3.73416098,3.585714286,162.6356866
2019/6/20,-92497290.53509888,-257.84632202813594,237.66794009983428,8051.339844,76.45454545,1.1284,1.27,107.52,2.01,3.738788781,3.7,162.6822836
2019/6/21,-92497290.53509888,-255.86640679794482,235.83360636024983,8031.709961,76.45454545,1.1328,1.2703,107.55,2.07,3.743416583,3.814285714,162.7288806
2019/6/24,-92497290.53509888,-253.88649259953823,233.99926416093618,8005.700195,76.45454545,1.1393,1.2728,107.36,2.02,3.748044385,3.928571429,162.7754776
2019/6/25,-92497290.53509888,-251.9065784653168,232.16492201022228,7884.720215,76.45454545,1.1386,1.2721,106.92,2.0,3.752672187,4.042857143,162.8220746
2019/6/26,-92497290.53509888,-249.9266679672331,230.33058643284153,7909.970215,76.45454545,1.139,1.2697,107.64,2.05,3.757299989,4.157142857,162.8686716
2019/6/27,-92497290.53509888,-247.94675380790062,228.49624422276182,7967.759766,76.45454545,1.1372,1.2674,107.73,2.01,3.761927791,4.271428571,162.9152687
2019/6/28,-92497290.53509888,-245.9668433004401,226.66190864845245,8006.240234,76.45454545,1.1374,1.2704,107.84,2.0,3.766555593,4.385714286,162.9618657
2019/7/1,-92497290.53509888,-243.97813312444512,224.78007876408756,8091.160156,116.3636364,1.1307,1.2644,108.42,2.03,3.771183394,4.5,163.0084627
2019/7/2,-92497290.53509888,-241.99822262495724,222.94574318764649,8109.089844,116.3636364,1.1301,1.2599,107.98,1.98,3.775811196,4.5,163.0550597
2019/7/3,-92497290.53509888,-240.01830846821923,221.11140104238478,8170.22998,116.3636364,1.1275,1.2568,107.84,1.96,3.780438998,4.738095238,163.1016567
2019/7/5,-92497290.53509888,-236.05974005896744,217.44187954054493,8161.790039,116.3636364,1.1216,1.2506,108.55,2.04,3.7850668,5.214285714,163.1948507
2019/7/8,-92497290.53509888,-234.07900636788204,215.60808692376685,8098.379883,116.3636364,1.1208,1.2503,108.72,2.05,3.781893167,5.452380952,163.2414478
2019/7/9,-92497290.53509888,-232.0982763312722,213.7743008098263,8141.72998,116.3636364,1.121,1.2463,108.78,2.07,3.778719533,5.69047619,163.2880448
2019/7/10,-92497290.53509888,-230.11754263221408,211.94050819517997,8202.530273,116.3636364,1.126,1.2507,108.44,2.07,3.7755459,5.928571429,163.3346418
2019/7/11,-92497290.53509888,-228.13681259700599,210.10672208029922,8196.040039,116.3636364,1.1261,1.2549,108.29,2.13,3.772372266,6.166666667,163.3812388
2019/7/12,-92497290.53509888,-226.15607868454438,208.2729296101065,8244.139648,116.3636364,1.1254,1.2553,108.0,2.12,3.769198633,6.404761905,163.4278358
2019/7/15,-92497290.53509888,-226.09859166564658,208.3110089243237,8258.19043,116.3636364,1.126,1.2523,107.89,2.09,3.766024999,6.642857143,163.4744328
2019/7/16,-92497290.53509888,-223.3510268927477,207.91603822893828,8222.799805,116.3636364,1.1212,1.2408,108.35,2.13,3.762851366,6.880952381,163.5210299
2019/7/17,-92497290.53509888,-220.60347053872292,207.52107225571623,8185.209961,116.3636364,1.1232,1.2438,108.1,2.06,3.759677733,7.119047619,163.5676269
2019/7/18,-92497290.53509888,-217.85590576582476,207.12610156033202,8207.240234,116.3636364,1.1228,1.2494,107.74,2.04,3.756504099,7.357142857,163.6142239
2019/7/19,-92497290.53509888,-215.10834576331484,206.7311290162711,8146.490234,116.3636364,1.122,1.25,107.78,2.05,3.753330466,7.595238095,163.6608209
2019/7/22,-92497290.53509888,-212.3607809810407,206.336158323958,8204.139648,116.3636364,1.1214,1.2475,107.91,2.05,3.750156832,7.833333333,163.7074179
2019/7/23,-92497290.53509888,-209.61322463639183,205.94119234766484,8251.400391,116.3636364,1.1156,1.2449,108.06,2.08,3.746983199,8.071428571,163.7540149
2019/7/24,-92497290.53509888,-206.86565964351777,205.54622179792352,8321.5,116.3636364,1.1141,1.2498,108.08,2.05,3.743809565,8.30952381,163.8006119
2019/7/25,-92497290.53509888,-204.11809486045112,205.15125110549693,8238.540039,116.3636364,1.1156,1.2471,108.58,2.08,3.740635932,8.547619048,163.847209
2019/7/26,-92497290.53509888,-201.37053851659482,204.75628512931726,8330.209961,116.3636364,1.1121,1.2387,108.69,2.08,3.737462299,8.785714286,163.893806
2019/7/29,-92497290.53509888,-198.62297374290412,204.36131443381967,8293.330078,116.3636364,1.1142,1.2236,108.86,2.06,3.734288665,9.023809524,163.940403
2019/7/30,-92497290.53509888,-195.8754137306196,203.9663418271859,8273.610352,116.3636364,1.1148,1.2148,108.66,2.06,3.731115032,9.261904762,163.987
2019/7/31,-92497290.53509888,-193.12784895692826,203.57137113168707,8175.419922,116.3636364,1.113,1.222,108.58,2.02,3.727941398,9.5,163.987
2019/8/1,-92497290.53509888,-190.38469051211794,203.20014906500282,8111.120117,116.3636364,1.1062,1.2145,108.28,1.9,3.724767765,9.5,164.0594328
2019/8/2,-92497290.53509888,-187.63712572905064,202.80517837257503,8004.069824,116.3636364,1.1112,1.2132,106.64,1.86,3.721594131,9.214285714,164.1318657
2019/8/5,-92497290.53509888,-184.88956073617726,202.4102078228349,7726.040039,116.3636364,1.1197,1.2165,106.02,1.75,3.718420498,8.928571429,164.2042985
2019/8/6,-92497290.53509888,-182.14408495398686,202.0138467530981,7833.27002,116.3636364,1.1196,1.2149,106.45,1.73,3.718420498,8.642857143,164.2767313
2019/8/7,-92497290.53509888,-179.397961538953,201.61790957117924,7862.830078,116.3636364,1.1236,1.2158,105.62,1.71,3.71139015,8.357142857,164.3491642
