Date,Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment
2020/1/28,-92491357.11285312,34.68310945679494,74.07714901717965,9269.679688,51.53030303,1.1008,1.2996,109.17,1.65,3.588365261,-2.785714286,174.0914925
2020/1/29,-92492284.93923378,37.47267001162992,73.06118688571762,9275.160156,51.53030303,1.1004,1.3012,109.15,1.6,3.583414285,-2.823809524,174.176194
2020/1/30,-92489756.45033067,40.262226770556374,72.04523119851163,9298.929688,51.53030303,1.1032,1.3106,108.75,1.57,3.578463309,-2.861904762,174.2608955
2020/1/31,-92488743.1044314,43.05178710541623,71.02926892140563,9150.94043,51.53030303,1.1082,1.3195,108.5,1.51,3.573512333,-2.9,174.345597
2020/2/3,-92480356.80753809,45.83255283404807,70.06080296668084,9273.400391,51.53030303,1.1062,1.3006,108.59,1.54,3.568561357,-2.9,174.4302985
2020/2/4,-92476750.39648195,48.622109511838815,69.04484725723059,9467.969727,51.53030303,1.1043,1.3029,109.41,1.61,3.568561357,2.471428571,174.515
2020/2/5,-92474126.14669283,51.41107695615883,68.02848742341298,9508.679688,51.53030303,1.1006,1.3,109.74,1.66,3.612693716,7.842857143,174.515
2020/2/6,-92472147.71965025,54.201237605053464,67.01293538309224,9572.150391,51.53030303,1.0979,1.2935,109.89,1.65,3.656826074,13.21428571,174.558791
2020/2/7,-92469172.54039243,56.991393405017845,65.99738140703364,9520.509766,51.53030303,1.095,1.2908,109.81,1.59,3.700958433,18.58571429,174.6025821
2020/2/10,-92463564.31196173,59.78155294178405,64.98182088462583,9628.389648,51.53030303,1.0916,1.2919,109.77,1.56,3.745090791,23.95714286,174.6463731
2020/2/11,-92462411.66936113,62.57170874095592,63.96626690868063,9638.94043,51.53030303,1.0917,1.2945,109.78,1.59,3.78922315,29.32857143,174.6901642
2020/2/12,-92463177.40108925,65.3618730485049,62.95070830047889,9725.959961,51.53030303,1.0893,1.2978,110.0,1.62,3.833355508,34.7,174.7339552
2020/2/13,-92442064.8883439,68.15202906765103,61.93515447017739,9711.969727,51.53030303,1.0848,1.3051,109.81,1.61,3.877487867,40.07142857,174.7777463
2020/2/14,-92442904.86417316,68.07908176162765,61.88686664460448,9731.179688,51.53030303,1.0839,1.3039,109.77,1.59,3.921620225,45.44285714,174.8215373
2020/2/18,-92439821.97430441,23.424657192026167,118.98143774072209,9732.740234,51.53030303,1.0815,1.3017,109.8,1.55,4.009884942,56.18571429,174.9091194
2020/2/19,-92440365.10137792,0.6055304259938474,147.20303151887782,9817.179688,51.53030303,1.0794,1.2934,111.17,1.56,4.054017301,61.55714286,174.9529104
2020/2/20,-92439904.9640603,-22.213591569649456,175.42462714570925,9750.969727,51.53030303,1.0797,1.2877,111.86,1.52,4.098149659,66.92857143,174.9967015
2020/2/21,-92439387.90226735,-45.03271356529342,203.64622277254188,9576.589844,51.53030303,1.0855,1.2966,111.74,1.46,4.142282018,72.3,175.0404925
2020/2/24,-92437400.34030607,-67.85183921201549,231.86782503502906,9221.280273,51.53030303,1.0857,1.2923,110.56,1.38,4.186414376,77.67142857,175.0842836
2020/2/25,-92436571.70562014,-90.6709657580727,260.0894189588288,8965.610352,51.53030303,1.0868,1.3004,110.23,1.33,4.230546735,83.04285714,175.1280746
2020/2/26,-92435765.62918998,-113.49008775371667,288.31101458566144,8980.780273,51.53030303,1.0887,1.2921,110.36,1.33,4.274679093,88.41428571,175.1718657
2020/2/27,-92434514.0412587,-136.30920974935998,316.53261021249284,8566.480469,51.53030303,1.0977,1.2876,110.15,1.3,4.318811452,93.78571429,175.2156567
2020/2/28,-92433395.72886637,-159.12833174500327,344.7542058393243,8567.370117,51.53030303,1.1001,1.2778,108.12,1.13,4.36294381,99.15714286,175.2594478
2020/3/2,-92428366.40218022,-181.9826417033987,373.16575089343365,8952.169922,51.53030303,1.1164,1.2791,108.02,1.1,4.407076169,104.5285714,175.3032388
2020/3/3,-92425993.0784771,-204.80176369904268,401.38734652026625,8684.089844,51.53030303,1.1175,1.2827,107.28,1.02,4.451208527,109.9,175.3470299
2020/3/4,-92424417.50835377,-227.62088569468597,429.6089421470977,9018.089844,51.53030303,1.113,1.2836,107.34,1.02,4.495340886,109.9,175.3908209
2020/3/5,-92422105.05362436,-250.44000769032928,457.8305377739291,8738.589844,51.53030303,1.1202,1.2939,106.56,0.92,4.495340886,112.5904762,175.4346119
2020/3/6,-92418299.25923853,-273.26032646907527,486.05133226197995,8575.620117,51.53030303,1.1319,1.301,105.31,0.74,5.012668919,115.2809524,175.478403
2020/3/9,-92408944.23317856,-296.0793305543505,514.2730160358778,7950.680176,51.53030303,1.142,1.31,102.52,0.54,5.529996951,117.9714286,175.522194
2020/3/10,-92405076.34085435,-318.89833098994893,542.4946931731781,8344.25,51.53030303,1.1342,1.2933,103.71,0.76,6.047324984,120.6619048,175.5659851
2020/3/11,-92397662.23632967,-341.7173314241449,570.7163703114189,7952.049805,51.53030303,1.128,1.2887,104.81,0.82,6.564653016,126.0428571,175.6097761
2020/3/12,-92393104.82348545,-364.53633662872966,598.9380456009842,7201.799805,51.53030303,1.1081,1.2541,105.67,0.88,7.081981049,128.7333333,175.6535672
2020/3/13,-92378962.55247788,-387.3553370643288,627.1597227382856,7874.879883,51.53030303,1.1066,1.2406,107.15,0.94,7.599309081,131.4238095,175.6973582
2020/3/16,-92350606.96851784,-410.1743374985246,655.3813998765265,6904.589844,51.53030303,1.1139,1.2278,105.64,0.73,8.116637114,134.1142857,175.7411493
2020/3/17,-92338853.24988632,-410.7020031845878,655.032047271797,7334.779785,51.53030303,1.0971,1.2017,107.41,1.02,8.633965147,136.8047619,175.7849403
2020/3/18,-92324134.07072224,-390.9652720388879,728.131693379826,6989.839844,51.53030303,1.0833,1.176,108.45,1.18,9.151293179,139.4952381,175.8287313
2020/3/19,-92297549.1752377,-371.22853634057986,801.2313411917135,7150.580078,51.53030303,1.0699,1.1662,110.08,1.12,9.668621212,142.1857143,175.8725224
2020/3/20,-92273836.7000767,-351.49180541424505,874.3309871551523,6879.52002,51.53030303,1.0682,1.1743,111.3,0.92,10.18594924,144.8761905,175.9163134
2020/3/23,-92183542.77467597,-331.75507448852187,947.4306331175384,6860.669922,51.53030303,1.076,1.1492,111.36,0.76,10.70327728,147.5666667,175.9601045
2020/3/24,-92152659.73128277,-312.0183435613945,1020.5302790808638,7417.859863,51.53030303,1.0794,1.1784,111.44,0.84,11.22060531,150.2571429,176.0038955
2020/3/25,-92107784.55076244,-292.28160786189454,1093.6299268269945,7384.299805,51.53030303,1.0835,1.1763,111.43,0.88,11.73793334,155.6380952,176.0476866
2020/3/26,-92056103.95107186,-272.54487693696313,1166.7295727894925,7797.540039,51.53030303,1.1025,1.214,109.45,0.83,12.25526137,158.3285714,176.0914776
2020/3/27,-92006234.64691995,-252.80814600983578,1239.829218752818,7502.379883,51.53030303,1.1059,1.236,108.16,0.72,12.77258941,161.0190476,176.1352687
2020/3/30,-91862581.64128643,-233.07141031152779,1312.9288665647057,7774.149902,51.53030303,1.1018,1.2392,108.06,0.7,13.28991744,163.7095238,176.1790597
2020/3/31,-91794988.78519768,-213.3346791658279,1386.0285126727347,7700.100098,51.53030303,1.1016,1.2454,107.53,0.7,13.80724547,166.4,176.2228507
2020/4/1,-91725168.73019037,-193.6507266858993,1459.4130921178732,7360.580078,51.90909091,1.0934,1.2394,107.05,0.62,14.3245735,166.4,176.2666418
2020/4/2,-91666114.96552461,-173.91399575877278,1532.5127380811982,7487.310059,51.90909091,1.0862,1.238,107.85,0.63,14.84190154,160.7,176.3104328
2020/4/3,-91601945.25792672,-154.17726006186743,1605.6123858921453,7373.080078,51.90909091,1.0797,1.2228,108.53,0.62,15.35922957,155.0,176.3542239
2020/4/6,-91453841.94585896,-134.44052913474,1678.712031855471,7913.240234,51.90909091,1.0808,1.2298,109.11,0.67,15.35922957,149.3,176.3980149
2020/4/7,-91403773.64649837,-114.7051120025407,1751.810796871752,7887.259766,51.90909091,1.0886,1.2343,108.97,0.75,15.27851554,143.6,176.441806
2020/4/8,-91335861.32661211,-94.96810245701059,1824.9106282416903,8090.899902,51.90909091,1.0864,1.2394,108.7,0.77,15.1978015,137.9,176.485597
2020/4/9,-91267331.50750338,-75.23109768385322,1898.0104578288237,8153.580078,51.90909091,1.0931,1.2458,108.38,0.73,15.11708747,132.2,176.5293881
2020/4/13,-91013985.3008612,-35.757087919760885,2044.2101171479078,8192.419922,51.90909091,1.0906,1.2518,107.59,0.76,14.9556594,120.8,176.6169701
2020/4/14,-90942195.64639686,-16.02007837542182,2117.3099485836033,8515.740234,51.90909091,1.0971,1.2617,107.08,0.76,14.87494536,115.1,176.6607612
2020/4/15,-90887891.14559184,3.7169263977355445,2190.409778170737,8393.179688,51.90909091,1.0909,1.2523,107.42,0.63,14.79423133,109.4,176.7045522
2020/4/16,-90806466.63851076,3.1895345562997295,2190.0606091888744,8532.360352,51.90909091,1.084,1.2433,107.72,0.61,14.7135173,103.7,176.7483433
2020/4/17,-90745106.75961618,2.206987143641285,2149.689438339939,8650.139648,51.90909091,1.0883,1.2503,107.52,0.65,14.63280326,98.0,176.7921343
2020/4/20,-90579855.67273137,1.2244433876544523,2109.318260988993,8560.730469,51.90909091,1.0874,1.2467,107.69,0.63,14.55208923,92.3,176.8359254
2020/4/21,-90523199.38710856,0.24189120381454338,2068.9470882914948,8263.230469,51.90909091,1.0854,1.2266,107.69,0.58,14.47137519,86.6,176.8797164
2020/4/22,-90457883.2348931,-0.7406562114359135,2028.5759175073767,8495.379883,51.90909091,1.0829,1.2332,107.81,0.63,14.39066116,80.9,176.9235075
2020/4/23,-90394431.43136074,-1.7232034041191946,1988.204746804085,8494.75,51.90909091,1.0815,1.2369,107.65,0.61,14.30994712,75.2,176.9672985
2020/4/24,-90325832.10432938,-2.7057471601060272,1947.833569453139,8634.519531,51.90909091,1.0798,1.2335,107.44,0.6,14.22923309,69.5,177.0110896
2020/4/27,-90172560.83041172,-3.6882993439459373,1907.462396755641,8730.160156,51.90909091,1.0829,1.2421,107.22,0.67,14.14851906,63.8,177.0548806
2020/4/28,-90112618.3150932,-4.670846759196395,1867.0912259715228,8607.730469,51.90909091,1.0836,1.2438,106.83,0.62,14.06780502,58.1,177.0986716
2020/4/29,-90052814.89736369,-5.653390513993769,1826.720048554819,8914.709961,51.90909091,1.0853,1.2429,106.67,0.63,13.98709099,52.4,177.1424627
2020/4/30,-89987014.268243,-6.6359379278433765,1786.3488777716404,8889.549805,51.90909091,1.0934,1.2602,106.94,0.64,13.90637695,46.7,177.1862537
2020/5/1,-89916970.17993258,-7.627285908979956,1746.0251928930181,8604.950195,51.90909091,1.0998,1.2509,106.76,0.64,13.82566292,46.7,177.2300448
2020/5/4,-89752496.11733758,-8.609833324232119,1705.654022108899,8710.709961,51.90909091,1.0911,1.243,106.82,0.64,13.74494888,42.36190476,177.2738358
2020/5/5,-89691533.46213807,-9.592376859052624,1665.28284483784,8809.120117,51.90909091,1.0844,1.2449,106.52,0.66,13.66423485,38.02380952,177.3614179
2020/5/6,-89616768.65432763,-10.574924272902345,1624.9116740546615,8854.389648,51.90909091,1.0806,1.2347,106.07,0.72,13.66423485,33.68571429,177.405209
2020/5/7,-89549890.01006968,-11.559064096905876,1584.5394367861984,8979.660156,51.90909091,1.0815,1.2349,106.36,0.63,13.52362579,29.34761905,177.449
2020/5/8,-89481380.09103207,-12.542043334819324,1544.167967428648,9121.320313,51.90909091,1.0854,1.2436,106.5,0.69,13.38301673,25.00952381,177.449
2020/5/11,-89315522.10488346,-13.523874072562544,1503.7972771365298,9192.339844,51.90909091,1.0818,1.233,107.7,0.73,13.24240766,20.67142857,177.5908358
2020/5/12,-89245692.30219057,-14.506856969739502,1463.4258143458069,9002.549805,51.90909091,1.0864,1.2299,107.33,0.69,13.1017986,16.33333333,177.7326716
2020/5/13,-89183225.03401607,-15.489844635502388,1423.0543496417054,8863.169922,51.90909091,1.0837,1.2225,106.92,0.64,12.96118954,11.9952381,177.8745075
2020/5/14,-89104186.42855974,-16.472823874818392,1382.6828802832144,8943.719727,51.90909091,1.08,1.2194,107.09,0.63,12.82058048,7.657142857,178.0163433
2020/5/15,-89032274.529503,-17.45580654942465,1342.311417573319,9014.55957,51.90909091,1.0816,1.2129,107.27,0.64,12.67997142,3.319047619,178.1581791
2020/5/18,-88841238.70509866,-17.98363387138248,1341.9619565857931,9234.830078,51.90909091,1.0904,1.2211,107.25,0.73,12.53936235,-1.019047619,178.3000149
2020/5/19,-88764993.44498543,-7.6242929620015705,1315.0561923761145,9185.099609,51.90909091,1.0937,1.2255,107.89,0.7,12.39875329,-5.357142857,178.4418507
2020/5/20,-88679894.44832845,2.7350431787909253,1288.1504262530575,9375.780273,51.90909091,1.098,1.2257,107.46,0.68,12.25814423,-9.695238095,178.5836866
2020/5/21,-88600186.8142284,13.09438773726867,1261.2446554735943,9284.879883,51.90909091,1.0953,1.2227,107.69,0.68,12.11753517,-14.03333333,178.7255224
2020/5/22,-88519054.51594016,23.982703357068477,1234.6891229681826,9324.589844,51.90909091,1.0894,1.2178,107.5,0.66,11.97692611,-18.37142857,178.8673582
2020/5/26,-88246268.16236015,46.65681341894319,1182.1722806545934,9340.219727,51.90909091,1.097,1.2337,107.64,0.69,11.69570798,-27.04761905,179.1510299
2020/5/27,-88162787.55388977,57.99329830213529,1155.9134675318303,9412.360352,51.90909091,1.0969,1.2231,107.79,0.68,11.55509892,-31.38571429,179.2928657
2020/5/28,-88061454.39835715,69.32977952168753,1129.654660975533,9368.990234,51.90909091,1.1069,1.2325,107.67,0.7,11.41448986,-35.72380952,179.4347015
2020/5/29,-87969658.15232842,80.6674083560351,1103.3966252161115,9489.870117,51.90909091,1.1107,1.232,107.77,0.65,11.2738808,-40.06190476,179.5765373
2020/6/1,-87730742.75251172,92.02587907738541,1077.019099113532,9552.049805,51.90909091,1.1123,1.2472,107.56,0.66,11.13327174,-44.4,179.7183731
2020/6/2,-87623721.66784626,103.36235941077311,1050.7602842887925,9608.379883,51.90909091,1.1166,1.2531,108.6,0.68,10.99266267,-44.4,179.860209
2020/6/3,-87546397.26480092,114.69768848005855,1024.5007051702628,9682.910156,51.90909091,1.1246,1.26,108.88,0.77,10.85205361,-43.5952381,180.0020448
2020/6/4,-87427207.82977481,126.03408144764249,998.2418407187017,9615.80957,51.90909091,1.1322,1.2608,109.0,0.82,10.71144455,-42.79047619,180.1438806
2020/6/5,-87330616.47837542,137.37047939721847,971.9829783249722,9814.080078,51.90909091,1.1297,1.2703,109.68,0.91,10.71144455,-41.98571429,180.2857164
2020/6/8,-87093893.0471644,148.70688079045874,945.7241092191357,9924.75,51.90909091,1.1293,1.2694,108.46,0.88,10.67133982,-41.18095238,180.4275522
2020/6/9,-86984431.13265315,160.04327375804334,919.4652447675735,9953.75,51.90909091,1.1348,1.2736,107.66,0.84,10.63123509,-40.37619048,180.5693881
2020/6/10,-86874410.61792666,171.37967171559276,893.206382375976,10020.34961,51.90909091,1.1355,1.2758,107.25,0.75,10.59113036,-39.57142857,180.7112239
2020/6/11,-86773183.26342995,182.71606468198632,866.947517990171,9492.730469,51.90909091,1.1378,1.2635,106.67,0.66,10.55102563,-38.76666667,180.8530597
2020/6/12,-86683608.15913785,194.05246628722742,840.6886490278478,9588.80957,51.90909091,1.1253,1.2527,107.36,0.71,10.47081617,-37.96190476,180.9948955
2020/6/15,-86392995.71685757,205.38885925481213,814.4297845762854,9726.019531,51.90909091,1.127,1.2543,107.33,0.71,10.43071144,-37.15714286,181.1367313
2020/6/16,-86272753.14492938,216.7252569923865,788.170922039044,9895.870117,51.90909091,1.1259,1.2586,107.35,0.75,10.39060671,-36.35238095,181.2785672
2020/6/17,-86166097.22474526,217.17448671719438,788.4683628686576,9910.530273,51.90909091,1.1219,1.2526,107.26,0.74,10.35050198,-35.54761905,181.420403
2020/6/18,-86059125.6471251,225.31540446125277,780.6058658345195,9943.049805,51.90909091,1.1216,1.243,106.78,0.71,10.31039724,-34.74285714,181.5622388
2020/6/19,-85898483.14831993,233.4563258705644,772.7433623015551,9946.120117,51.90909091,1.1189,1.2362,106.89,0.7,10.27029251,-33.93809524,181.7040746
2020/6/22,-85609102.72655654,241.5972438360006,764.8808654140014,10056.48047,51.90909091,1.126,1.2447,106.84,0.71,10.23018778,-33.13333333,181.8459104
2020/6/23,-85466221.27662133,249.73816157947783,757.0183684466743,10131.37012,51.90909091,1.1322,1.2531,106.44,0.72,10.19008305,-32.32857143,181.9877463
2020/6/24,-85335782.17411189,257.8790832093464,749.1558649925416,9909.169922,51.90909091,1.1272,1.2432,106.83,0.69,10.14997832,-31.52380952,182.1295821
2020/6/25,-85196134.68516389,266.019996183626,741.2933661107817,10017.0,51.90909091,1.1221,1.2406,107.21,0.68,10.10987359,-30.71904762,182.2714179
2020/6/26,-85043534.90507182,274.1609139271025,733.4308691434544,9757.219727,51.90909091,1.1215,1.2337,107.19,0.64,10.06976886,-29.91428571,182.4132537
2020/6/29,-84697759.47755544,282.3018355583729,725.5683656902634,9874.150391,51.90909091,1.1237,1.2279,107.71,0.64,10.02966413,-29.10952381,182.5550896
2020/6/30,-84539657.92305903,290.4427533024314,717.7058686561253,10058.76953,51.90909091,1.1237,1.2369,107.77,0.66,9.989559401,-28.3047619,182.6969254
2020/7/1,-84357921.954344,298.60126264209026,709.7483960508215,10154.62988,33.24242424,1.1259,1.2474,107.5,0.69,9.94945467,-27.5,182.8387612
2020/7/2,-84211335.703608,306.7421842733613,701.8858925976291,10207.62988,33.24242424,1.1237,1.2469,107.55,0.68,9.90934994,-27.5,182.980597
2020/7/6,-83677013.00097696,323.022103058662,686.1596133751531,10433.65039,33.24242424,1.1307,1.2482,107.5,0.69,9.869245209,-26.55714286,183.2642687
2020/7/7,-83492839.50995454,331.1621762146341,678.2965409900097,10343.88965,33.24242424,1.1299,1.2572,107.53,0.65,9.794410098,-26.08571429,183.4061045
2020/7/8,-83328008.15377064,339.30224570278807,670.4334752363743,10492.5,33.24242424,1.1329,1.2593,107.39,0.67,9.719574987,-25.61428571,183.5479403
2020/7/9,-83153817.62810932,347.44231064031675,662.5704077130094,10547.75,33.24242424,1.1298,1.2614,107.27,0.62,9.644739875,-25.14285714,183.6897761
2020/7/10,-82974113.07002135,355.58238379628875,654.7073353278661,10617.44043,33.24242424,1.1318,1.2654,106.77,0.65,9.569904764,-24.67142857,183.8316119
2020/7/13,-82550597.67715277,363.7224532844429,646.8442695742307,10390.83984,33.24242424,1.1364,1.2614,107.22,0.64,9.495069653,-24.2,183.9734478
2020/7/14,-82367645.40092002,371.8625229945558,638.9812039003687,10488.58008,33.24242424,1.1406,1.2546,107.2,0.63,9.420234542,-23.25714286,184.1152836
2020/7/15,-82189938.83288765,380.0025961485446,631.1181315810946,10550.49023,33.24242424,1.1406,1.2586,106.92,0.64,9.34539943,-22.78571429,184.2571194
2020/7/16,-81996694.53708726,388.1426658586576,623.2550659072326,10473.83008,33.24242424,1.1433,1.2621,107.05,0.62,9.270564319,-22.31428571,184.3989552
2020/7/17,-81824064.84483127,388.59104710816706,623.5519378048938,10503.19043,33.24242424,1.1438,1.255,107.06,0.64,9.120894097,-21.84285714,184.540791
2020/7/20,-81353242.01443096,376.8397520777881,614.432475963916,10767.08984,33.24242424,1.1442,1.2658,107.21,0.62,8.971223874,-21.37142857,184.6826269
2020/7/21,-81148231.71189225,365.0884583761187,605.3130226178504,10680.36035,33.24242424,1.1495,1.2736,106.82,0.61,8.896388763,-20.9,184.8244627
2020/7/22,-80920864.90747648,353.3371633471432,596.1935607778119,10706.12988,33.24242424,1.1587,1.2729,107.18,0.6,8.821553652,-20.42857143,184.9662985
2020/7/23,-80708850.94202375,341.5858683109862,587.0740989355305,10461.41992,33.24242424,1.1623,1.2759,106.83,0.59,8.74671854,-19.95714286,185.1081343
2020/7/24,-80494203.74467362,329.83457350198574,577.954637241136,10363.17969,33.24242424,1.1635,1.2791,105.79,0.59,8.671883429,-19.48571429,185.2499701
2020/7/27,-80006343.5878822,318.0832795795481,568.8351837495411,10536.26953,33.24242424,1.175,1.2887,105.29,0.62,8.597048318,-19.01428571,185.391806
2020/7/28,-79789367.8912606,306.3319847713402,559.7157220550332,10402.08984,33.24242424,1.1733,1.295,105.03,0.59,8.522213207,-18.54285714,185.5336418
2020/7/29,-79583011.84611766,294.58068973298873,550.5962602119235,10542.94043,33.24242424,1.177,1.2974,105.06,0.58,8.447378095,-18.07142857,185.6754776
2020/7/30,-79364562.3387366,282.82939581852435,541.4768067224591,10587.80957,33.24242424,1.1791,1.3035,105.05,0.55,8.372542984,-17.6,185.8173134
2020/7/31,-79145755.99904478,271.07810100234315,532.3573450258207,10745.26953,33.24242424,1.1822,1.3133,105.78,0.55,8.297707873,-17.6,185.9591493
2020/8/3,-78688908.88069141,259.3399996705032,523.1666514573008,10902.79981,33.24242424,1.175,1.3053,106.11,0.56,8.297707873,-17.8952381,186.1009851
2020/8/4,-78451129.89052103,247.5884842213806,514.0470418200397,10941.16992,33.24242424,1.1766,1.3059,105.87,0.52,8.287291526,-18.19047619,186.2428209
2020/8/5,-78238765.88998322,235.83685055683173,504.92736051382246,10998.40039,33.24242424,1.1898,1.3141,105.44,0.55,8.276875179,-18.48571429,186.3846567
2020/8/6,-78016634.48761593,224.08521554982207,495.8076707092591,11108.07031,33.24242424,1.1856,1.3147,105.52,0.55,8.266458832,-18.78095238,186.5264925
2020/8/7,-77808193.97201623,212.33358077155398,486.6879810523558,11010.98047,33.24242424,1.1776,1.3043,105.92,0.57,8.256042485,-19.07619048,186.6683284
2020/8/10,-77293714.45234053,200.58194687905612,477.56829959836534,10968.36035,33.24242424,1.1756,1.3082,105.85,0.59,8.245626138,-19.37142857,186.8101642
2020/8/11,-77073589.00506091,188.83031188002042,468.4486097959313,10782.82031,33.24242424,1.1764,1.3077,106.56,0.64,8.23520979,-19.66666667,186.952
2020/8/12,-76861516.13297845,177.0786770923764,459.32892013595676,11012.24023,33.24242424,1.1796,1.3047,106.85,0.69,8.224793443,-19.96190476,186.952
2020/8/13,-76634532.74021152,165.3270420933401,450.2092303335241,11042.5,33.24242424,1.1818,1.3082,106.89,0.71,8.214377096,-20.25714286,186.9709104
2020/8/14,-76393571.38646193,153.57540820163538,441.08954887941906,11019.29981,33.24242424,1.1833,1.3108,106.49,0.71,8.203960749,-20.55238095,186.9898209
2020/8/17,-75953432.2957347,141.82377342257413,431.96985922263013,11129.73047,33.24242424,1.1869,1.3105,105.97,0.69,8.193544402,-20.84761905,187.0087313
2020/8/18,-75728514.442434,142.27181470202348,432.26650315789584,11210.83984,33.24242424,1.1928,1.3228,105.41,0.67,8.183128055,-21.14285714,187.0276418
2020/8/19,-75508958.51598823,148.0916039333867,425.76255125606144,11146.45996,33.24242424,1.1898,1.3191,105.71,0.68,8.172711708,-21.43809524,187.0465522
2020/8/20,-75309858.31603292,153.91139293680172,419.258599206454,11264.9502,33.24242424,1.1862,1.319,105.81,0.65,8.162295361,-21.73333333,187.0654627
2020/8/21,-75120228.75336392,159.73118671818034,412.7546490732967,11311.79981,33.24242424,1.1775,1.3098,105.88,0.64,8.151879014,-22.02857143,187.0843731
2020/8/24,-74623192.84456752,165.55097594157024,406.2506971693318,11379.71973,33.24242424,1.1803,1.3078,105.9,0.65,8.141462667,-22.32380952,187.1032836
2020/8/25,-74428478.15472901,171.3707649529586,399.7467451218548,11466.46973,33.24242424,1.1818,1.3136,106.4,0.69,8.131046319,-22.61904762,187.122194
2020/8/26,-74193552.24326488,176.7423931184277,392.94606896862433,11665.05957,33.24242424,1.1813,1.3186,106.13,0.69,8.120629972,-22.91428571,187.1411045
2020/8/27,-73974968.59816124,182.17330188347162,386.1846407652443,11625.33984,33.24242424,1.1824,1.3229,106.42,0.74,8.110213625,-23.20952381,187.1600149
2020/8/28,-73763881.28957036,187.60420565616798,379.4232106334169,11695.62988,33.24242424,1.1901,1.3341,105.3,0.74,8.099797278,-23.5047619,187.1789254
2020/8/31,-73220674.53233379,193.0351096420573,372.66178057934565,11775.45996,33.24242424,1.195,1.3375,105.84,0.72,8.089380931,-23.8,187.1978358
2020/9/1,-73019322.13995719,198.47041153496508,365.87660661790915,11939.66992,33.24242424,1.1949,1.3416,106.0,0.68,8.078964584,-23.8,187.2167463
2020/9/2,-72798491.00126751,203.90132373071427,359.1151716988749,12056.44043,33.24242424,1.184,1.3315,106.15,0.66,8.078964584,-23.95238095,187.2356567
2020/9/3,-72582634.26256408,209.3323472816709,352.353821814351,11458.09961,33.24242424,1.1832,1.3263,106.14,0.63,8.034348126,-24.1047619,187.2545672
2020/9/4,-72346110.38962068,214.76237495970287,345.591804163717,11313.12988,33.24242424,1.182,1.323,106.34,0.72,7.989731668,-24.25714286,187.2734776
2020/9/8,-71659757.39323509,225.622434881729,332.06777063538846,10847.69043,33.24242424,1.1789,1.3039,105.97,0.69,7.900498753,-24.56190476,187.3112985
2020/9/9,-71420583.81533308,231.052462559761,325.30575298475435,11141.55957,33.24242424,1.181,1.3011,106.23,0.71,7.855882295,-24.71428571,187.330209
2020/9/10,-71180220.97721483,236.48249002579126,318.5437351906083,10919.58984,33.24242424,1.188,1.2846,106.19,0.68,7.811265837,-24.86666667,187.3491194
2020/9/11,-70935623.81005837,241.91251770382345,311.7817175399757,10853.54981,33.24242424,1.1831,1.2788,106.17,0.67,7.766649379,-25.01904762,187.3680299
2020/9/14,-70366339.26107107,247.34255015981913,305.0197018057917,11056.65039,33.24242424,1.1874,1.2876,105.68,0.68,7.722032921,-25.17142857,187.3869403
2020/9/15,-70147572.07922913,252.77257761787607,298.2576840095152,11190.32031,33.24242424,1.1846,1.2866,105.5,0.68,7.677416463,-25.32380952,187.4058507
2020/9/16,-69903262.50473832,258.20260530388157,291.49566636101315,11050.46973,33.24242424,1.1835,1.298,104.94,0.69,7.632800005,-25.47619048,187.4247612
2020/9/17,-69660152.95883933,258.2608852579481,291.53424469525373,10910.28027,33.24242424,1.1823,1.2955,104.77,0.69,7.588183548,-25.62857143,187.4436716
2020/9/18,-69408458.23039949,257.52781401023776,289.6433270402128,10793.28027,33.24242424,1.1857,1.295,104.44,0.7,7.54356709,-25.78095238,187.4625821
2020/9/21,-68848212.09124409,256.79473455425125,287.75241424990907,10778.79981,33.24242424,1.1737,1.2794,104.69,0.68,7.498950632,-25.93333333,187.4814925
2020/9/22,-68619327.62720567,256.0616635253245,285.86149680627057,10963.63965,33.24242424,1.1703,1.2726,105.05,0.68,7.454334174,-26.08571429,187.500403
2020/9/23,-68368058.25774097,255.32858384139033,283.9705838681926,10632.99023,33.24242424,1.1677,1.275,105.34,0.68,7.409717716,-26.23809524,187.5193134
2020/9/24,-68121799.46820092,254.59451694870341,282.0789985948186,10672.26953,33.24242424,1.1666,1.2739,105.42,0.67,7.365101258,-26.39047619,187.5382239
2020/9/25,-67868071.38392805,253.86143749271778,280.1880858045152,10913.55957,33.24242424,1.1618,1.2706,105.59,0.66,7.3204848,-26.54285714,187.5571343
2020/9/28,-67319894.60654922,253.12836624500696,278.29716814947545,11117.53027,33.24242424,1.166,1.2865,105.5,0.67,7.275868343,-26.6952381,187.5760448
2020/9/29,-67094045.104108214,252.39528678703758,276.40625542504256,11085.25,33.24242424,1.1717,1.2847,105.68,0.66,7.231251885,-26.84761905,187.5949552
2020/9/30,-66823566.75586613,251.6622157600935,274.5153379155331,11167.50977,33.24242424,1.1723,1.2921,105.58,0.69,7.186635427,-27.0,187.6138657
